Province,City,District,Sub-District,Street,Sqm,Rooms,Floor,Year Built,Price,Price per SqM
Ida-Virumaa,Narva,Pähklimäe,,Rahu tn 16d-40,72.4,4,1/9,1983,70000,967
Tartumaa,Tartu,Tartu linn,Annelinn,Mõisavahe tn 38,78.5,4,7/9,1990,119000,1516
Harjumaa,Tallinn,Põhja-Tallinn,,Puhangu 87,80.2,3,3/6,1996,199000,2481
Harjumaa,Tallinn,Haabersti,,Tagala tn 7-14,66.1,3,2/4,2025,232000,3510
Harjumaa,Tallinn,Kesklinn,,Juhkentali tn 14-21,61.8,3,4/5,2025,350000,5663
Raplamaa,Kehtna vald,Kehtna,,Staadioni 3,78.6,4,2/3,1984,64900,826
Harjumaa,Tallinn,Mustamäe,,Kadaka pst 165d,74,3,6/7,2018,269990,3649
Viljandimaa,Viljandi,,,Tallinna tn 51,33.2,2,2/2,1975,99000,2982
Pärnumaa,Pärnu,Pärnu linn,Kesklinn,Rüütli tn 3,45.8,2,2/2,1705,115000,2511
Saaremaa,Saaremaa vald,Kuressaare linn,,Pikk 9,46.1,2,3/3,,126000,2733
Tartumaa,Tartu,Tartu linn,Ülejõe,Fortuuna tn 33-1,28.5,1,2/5,2023,129900,4558
Võrumaa,Võru,,,F. R. Kreutzwaldi tn 56b,37.7,2,,,46000,1220
Tartumaa,Tartu vald,Kõrveküla,,Käänu tn 26-3,109.1,3,,2025,189900,1741
Pärnumaa,Pärnu,Pärnu linn,Rääma,Rohu tn 15,40.8,2,3/4,1963,87000,2132
Ida-Virumaa,Sillamäe,,,Hariduse tn 7,59.7,2,,,16900,283
Harjumaa,Tallinn,Nõmme,,Möldre tee 13,84.1,3,3/3,2002,249900,2971
Ida-Virumaa,Jõhvi vald,Jõhvi linn,,Narva mnt 39,38.3,2,4/5,1973,23900,624
Harjumaa,Tallinn,Kesklinn,,P.Süda 2a,96.1,3,1/3,1936,259000,2695
Harjumaa,Tallinn,Nõmme,,Vabaduse pst 166,37.7,2,1/4,,99900,2650
Põlvamaa,Kanepi vald,Valgjärve,,Tuule tee 6,59.2,3,2/3,1974,34900,590
Harjumaa,Tallinn,Haabersti,Pikaliiva,Pikaliiva tn 11-21,65.3,3,3/4,2024,263990,4043
Harjumaa,Tallinn,Haabersti,,Rehelepa põik 2-7,66.6,3,2/4,2024,193800,2910
Harjumaa,Tallinn,Haabersti,,Rehe tn 11,53.7,2,4/5,2019,199000,3706
Tartumaa,Tartu,Kesklinn,,Jaama tn 52-3,86.3,3,1/2,2024,306900,3556
Tartumaa,Elva vald,Teedla,,Uus tn 5,52.9,2,2/2,,12500,236
Tartumaa,Tartu,Tartu linn,Kesklinn,Tähe 15,39.4,2,3/4,1962,116900,2967
Harjumaa,Tallinn,Kesklinn,Kitseküla,Rapla 5,21.9,1,2/2,1909,74500,3402
Tartumaa,Tartu,Tartu linn,Kesklinn,Aleksandri 32/1-22,72.3,3,2/3,2023,280000,3873
Harjumaa,Keila,,,Paldiski mnt 14-15,61.4,3,3/3,2024,214900,3500
Tartumaa,Tartu,Tartu linn,Tammelinn,Soinaste tn 8d,77.2,3,1/3,2013,238000,3083
Harjumaa,Tallinn,Põhja-Tallinn,Karjamaa,Tööstuse 91,42.1,2,1/5,1962,93000,2209
Tartumaa,Tartu vald,Raadi,,Kalevipoja tn 1-14,66,2,3/3,2025,163900,2483
Valgamaa,Valga vald,Valga linn,,Pärna pst 7,62,3,1/5,1985,40000,645
Harjumaa,Keila,,,Keskväljak 4,64.9,3,2/4,2023,239000,3683
Pärnumaa,Pärnu,Pärnu linn,Ülejõe,J. V. Jannseni tn 57,33.5,2,1/2,,37000,1104
Võrumaa,Võru,,,Koidula 8a,40.7,2,1/1,1917,44000,1081
Harjumaa,Tallinn,Haabersti,,Hanijala tn 9/1-8,82.9,4,2/3,2024,279900,3376
Tartumaa,Tartu,Tartu linn,Raadi-Kruusamäe,Erminurme tee 2-3,91.4,4,1/3,2025,251900,2756
Tartumaa,Tartu,Tartu linn,Annelinn,Anne 86,65,3,4/9,,129900,1998
Harjumaa,Tallinn,Kristiine,,Tondi tn 62,43.2,2,2/2,1961,110000,2546
Harjumaa,Tallinn,Kesklinn,,Tartu mnt 52/1-157,84.6,4,2/7,2018,415000,4905
Harjumaa,Maardu,,,Kütte tn 11,47.7,2,1/5,1968,75000,1572
Harjumaa,Lääne-Harju vald,Paldiski linn,,Rae tn 27,74.4,3,2/5,1987,87000,1169
Viljandimaa,Põhja-Sakala vald,Kõidama,,Lõhavere tee 8,52.9,3,1/2,1976,24995,472
Pärnumaa,Pärnu,Pärnu linn,Mai,Mai tn 67-46,54.7,2,3/10,2024,139000,2541
Harjumaa,Tallinn,Lasnamäe,UUS HIND,Punane tn 21,60.1,3,9/9,1970,112900,1879
Harjumaa,Tallinn,Kesklinn,,Tartu mnt 24,179.3,6,4/9,,390000,2175
Harjumaa,Keila,,,Paldiski mnt 14-7,61.4,3,3/3,2024,209900,3419
Harjumaa,Tallinn,Kesklinn,,Narva mnt 10,112.4,4,3/5,1940,337000,2998
Harjumaa,Tallinn,Lasnamäe,Seli,Ümera tn 28,63,3,2/8,2015,177000,2810
Tartumaa,Tartu,,,Võru 108,46.7,3,1/3,2024,175000,3747
Valgamaa,Otepää vald,Otepää linn,,Kopli tn 2a-16,48.8,2,3/4,2023,128000,2623
Harjumaa,Jõelähtme vald,Kostivere,,Liukivi 1,58.1,3,1/3,1980,109900,1892
Pärnumaa,Pärnu,Pärnu linn,Mai,Mai tn 59,33.9,1,5/5,2001,82700,2440
Pärnumaa,Pärnu,Pärnu linn,Kesklinn,Riia mnt 27-11,23.9,1,2/2,2024,79000,3305
Harjumaa,Tallinn,Põhja-Tallinn,Kalamaja,Uus-Volta 10/3-11,52.4,2,2/5,2025,359900,6868
Harjumaa,Tallinn,Lasnamäe,Laagna,Kalevipoja põik 3,32.7,1,2/9,1979,101000,3089
Ida-Virumaa,Narva,,,Kreenholmi tn 6,39.3,2,4/5,1964,19000,483
Harjumaa,Tallinn,Haabersti,,Lammi tn 8-41,81.2,3,3/4,2023,355000,4372
Pärnumaa,Pärnu,Kesklinn,,Esplanaadi 10-28,32.3,1,4/6,2023,155000,4799
Harjumaa,Tallinn,Haabersti,,Vabaõhumuuseumi tee 5/2,68.1,2,4/12,2004,199000,2922
Harjumaa,Rae vald,Rae,Rae küla,Graniidi tee 23/4-8,61.1,3,2/3,2024,204900,3354
Ida-Virumaa,Sillamäe,,,Roheline tn 2--,74.1,4,5/5,1983,57500,776
Harjumaa,Tallinn,Kristiine,,Kuldnoka 12,32.7,2,3/5,1973,119900,3667
Läänemaa,Haapsalu,Haapsalu linn,,Niine 36,47,2,1/5,1970,69000,1468
Pärnumaa,Pärnu,Pärnu linn,Rääma,Mäe tn 30,51.2,3,2/2,1961,75000,1465
Tartumaa,Tartu,Tartu linn,Raadi-Kruusamäe,Raadiraja tn 12-8,45.9,2,2/4,2025,148900,3244
Harjumaa,Tallinn,Haabersti,,Astangu 62,46.6,2,3/5,1988,89000,1910
Lääne-Virumaa,Viru-Nigula vald,Kunda linn,,Koidu tn 83,61.3,3,5/1,1987,12000,196
Harjumaa,Tallinn,Lasnamäe,,Virbi tn 12,50.4,2,14/16,2006,150000,2976
Harjumaa,Tallinn,Põhja-Tallinn,,Väike-Laagri tn 4,48,1,3/4,1946,195000,4063
Harjumaa,Saue vald,Turba,,Pargi tn 3-27,58.8,3,4/5,1969,45000,765
Viljandimaa,Põhja-Sakala vald,Olustvere,,Päikese tn 3,61,0,,,15000,246
Tartumaa,Tartu,Tartu linn,Annelinn,Mõisavahe tn 42,46.2,2,4/9,1989,78000,1688
Ida-Virumaa,Narva,,,P. Kerese tn 24,36,2,5/5,1972,31000,861
Pärnumaa,Pärnu,Pärnu linn,,Papli 20,55.4,2,1/2,2004,239000,4314
Harjumaa,Tallinn,Lasnamäe,,Punane tn 65,32.8,1,5/5,1984,75000,2287
Harjumaa,Tallinn,Nõmme,,Ilmarise tn 5,50.7,2,2/5,1972,132500,2613
Lääne-Virumaa,Kadrina vald,Kadrina,,Rakvere tee 1,57.9,3,2/5,1984,50000,864
Harjumaa,Tallinn,Kristiine,Lilleküla,Keemia tn 11,140,4,5/6,,259000,1850
Ida-Virumaa,Narva,,,Võidu prospekt 11a,48,2,2/5,,39000,813
Harjumaa,Viimsi vald,Viimsi,,Aiandi tee 28/3,76.9,3,3/3,2008,215000,2796
Harjumaa,Tallinn,Kesklinn,,Narva mnt 5,136.9,4,6/8,2007,535000,3908
Harjumaa,Tallinn,Lasnamäe,Kuristiku,Kivila tn 34,79.6,4,8/9,1984,159900,2009
Harjumaa,Maardu,,,Kallasmaa tn 18,38.1,2,2/3,1961,49900,1310
Harjumaa,Tallinn,Kesklinn,Kassisaba,Luise tn 24/1-9,77.9,3,3/3,2026,459610,5900
Harjumaa,Harku vald,Liikva,,Kaasiku tn 45,132,5,1/2,2024,324000,2455
Ida-Virumaa,Narva,,,A. Puškini tn 9,71.5,3,3/4,1957,60000,839
Ida-Virumaa,Jõhvi vald,Jõhvi linn,,A. H. Tammsaare tn 4,27.5,1,2/3,1964,24900,905
Harjumaa,Tallinn,Kesklinn,,Tartu mnt 6,40.4,2,5/5,1936,234000,5792
Ida-Virumaa,Narva,,,Tallinna mnt 24,39.5,2,3/5,1963,34500,873
Harjumaa,Tallinn,Haabersti,,Taludevahe 59-2,98.3,4,1/4,2025,340000,3459
Harjumaa,Tallinn,Kristiine,,Madara tn 13,34.2,2,2/3,1933,125900,3681
Ida-Virumaa,Toila vald,Toila,,Pühaoru tn 9,48,2,3/3,,41500,865
Pärnumaa,Pärnu,Ülejõe,,Hirvela 13-19,63.6,3,4/4,2023,185000,2909
Harjumaa,Saku vald,Saku,,Tallinna mnt 13,62,2,,1959,89990,1451
Ida-Virumaa,Narva,,,A. Puškini tn 49,50.4,2,9/9,1985,25000,496
Pärnumaa,Pärnu,Pärnu linn,,Rääma tn 7C/2-11,77.9,4,4/5,2025,436000,5597
Harjumaa,Tallinn,Haabersti,,Tagala tn 9-13,68.3,3,3/4,2025,245000,3587
Tartumaa,Tartu,Tartu linn,Karlova,Lootuse tn 2a,44.7,2,4/4,2022,207000,4631
Harjumaa,Tallinn,Haabersti,,Päevalille tn 4,40.1,2,10/15,2022,169900,4237
Harjumaa,Saue vald,Saue linn,,Keskuse 1/1-4,65.5,3,2/4,2025,245000,3740
Harjumaa,Tallinn,Põhja-Tallinn,,Manufaktuuri tn 7/2-153,34.4,1,6/6,2024,168900,4910
Harjumaa,Harku vald,Tiskre,,Möldre tee 2,95,4,1/3,2021,285000,3000
Tartumaa,Tartu,Tartu linn,Ülejõe,Raatuse 92,60,3,2/2,,83600,1393
Harjumaa,Tallinn,Vanalinn,,Suur-Karja 12-5,92.9,3,2/5,2023,604000,6502
Pärnumaa,Pärnu,Kesklinn,,Vana-Sauga 2-41,49,2,3/4,1870,202000,4122
Harjumaa,Tallinn,Kesklinn,,Võistluse tn 6/2-104,81.7,3,14/14,2020,381000,4663
Harjumaa,Tallinn,Haabersti,,Taludevahe 57-1,77.5,4,1/4,2024,299000,3858
Pärnumaa,Pärnu,Kesklinn,,Vana-Sauga 2-10,64,3,2/4,1870,253000,3953
Harjumaa,Viimsi vald,Haabneeme,,Heki tee 2,57.4,2,6/7,2005,163500,2848
Harjumaa,Keila,,,Nurme 6-9,50,2,,2024,172000,3440
Harjumaa,Tallinn,Kesklinn,,Pärnu mnt 137,69.7,3,6/16,2024,294000,4218
Lääne-Virumaa,Rakvere,,,Kastani 10a-1,54.8,2,1/4,2024,185224,3380
Ida-Virumaa,Narva,,,Uusküla tn 18,64.1,3,6/9,1976,40000,624
Raplamaa,Märjamaa vald,Märjamaa,,Tehnika tn 7,77.9,3,1/3,1971,57990,744
Harjumaa,Rae vald,Järveküla,,Hansa tee 2,45.7,2,3/3,2020,169000,3698
Pärnumaa,Pärnu,Pärnu linn,Kesklinn,Lai tn 15a,60.1,3,,2022,270000,4493
Harjumaa,Tallinn,Kesklinn,,Narva mnt 5,234,5,8/8,,1690000,7222
Harjumaa,Tallinn,Lasnamäe,Laagna,Vilisuu tn 4,32.7,1,2/5,1982,80900,2474
Pärnumaa,Pärnu,Pärnu linn,,Rääma tn 7C/2-5,40.2,2,2/5,2025,170000,4229
Järvamaa,Paide,Paide linn,,Karja 12,57.2,3,1/5,1969,51000,892
Raplamaa,Kehtna vald,Kehtna,,Lasteaia tn 6,78.9,4,3/3,,52000,659
Harjumaa,Tallinn,Mustamäe,,Ehitajate tee 11,68.7,3,7/14,1986,169000,2460
Harjumaa,Tallinn,Haabersti,Kakumäe,Lesta tn 26,70.5,3,2/3,2007,225000,3191
Harjumaa,Tallinn,Lasnamäe,,Pae tn 50,51.5,2,1/3,1958,154000,2990
Tartumaa,Tartu,Tartu linn,Raadi-Kruusamäe,Stardiraja tn 3-2,63.1,3,1/3,2026,179900,2851
Harjumaa,Tallinn,Kesklinn,,Tuukri tn 58,70.6,3,1/7,1997,250000,3541
Harjumaa,Tallinn,Kristiine,Kristiine City,Talli tn 3-51,99.9,4,7/7,2025,444750,4452
Läänemaa,Haapsalu,Haapsalu linn,,Kuuse tn 24,47.5,2,3/5,1980,75000,1579
Pärnumaa,Pärnu,Pärnu linn,,Rääma tn 7C/2-3,39.4,2,2/5,2025,156000,3959
Raplamaa,Rapla vald,Kodila,,Palamulla tee 8,39.4,2,1/2,1965,38000,964
Harjumaa,Tallinn,Mustamäe,,Mustamäe tee 161,43.5,2,3/5,1963,119000,2736
Harjumaa,Tallinn,Kesklinn,,Mardi tn 3-9,57.5,3,1/2,2025,352000,6122
Harjumaa,Lääne-Harju vald,Rummu,,Sireli tn 9,34.8,2,2/2,1960,43000,1236
Harjumaa,Tallinn,Lasnamäe,,Liikuri 48,49.3,2,1/9,1988,105000,2130
Harjumaa,Tallinn,Kesklinn,,Kohtu tn 2,77.2,3,3/3,2004,349000,4521
Ida-Virumaa,Kohtla-Järve,Järve,,Uus tn 7,26.6,1,4/4,1961,2800,105
Harjumaa,Tallinn,Haabersti,,Taludevahe 57-17,78.8,4,4/4,2025,329000,4175
Harjumaa,Keila,,,Ülesõidu tn 5a-4,51.1,2,1/2,1979,89000,1742
Harjumaa,Saku vald,Saku,,Tallinna mnt 1-21,49.4,2,4/5,2025,196900,3986
Pärnumaa,Pärnu,Pärnu linn,Rannarajoon,Esplanaadi 19,136.3,6,2/2,1932,460000,3375
Ida-Virumaa,Sillamäe,,,J. Gagarini tn 33,27.1,1,2/9,1984,15000,554
Pärnumaa,Pärnu,Pärnu linn,Mai,Metsa 16,65.4,3,5/5,1990,116000,1774
Raplamaa,Rapla vald,Rapla linn,,Põllu tn 1b -3,102.3,5,1/3,2022,229000,2239
Lääne-Virumaa,Tapa vald,Lehtse,,Keskuse 7,39.7,1,1/3,,28000,705
Tartumaa,Tartu,Tartu linn,Kesklinn,Raekoja plats 11,53.9,2,4/4,1954,235000,4360
Harjumaa,Tallinn,Lasnamäe,Sikupilli,Katusepapi tn 7/1,36.2,1,3/3,1917,118500,3273
Pärnumaa,Pärnu,Pärnu linn,Kesklinn,Lai tn 20-20,97.7,3,7/7,2024,580000,5937
Harjumaa,Tallinn,Kesklinn,Tallinn-Väike,Türi tn 9/3-99,47.2,2,2/7,2024,204600,4335
Harjumaa,Tallinn,Pirita,Regati,Regati pst. 5/3-2,50.2,2,1/3,,229000,4562
Pärnumaa,Pärnu,Paikuse,MUGAVUSTEGA KORTER,Kooli tee 6,49.3,3,3/3,1968,73900,1499
Harjumaa,Tallinn,Lasnamäe,Priisle,Priisle tee 4/1,52,2,7/9,2007,140000,2692
Viljandimaa,Põhja-Sakala vald,Vastemõisa,,Vastemõisa tee 7,66.6,3,1/3,,46000,691
Harjumaa,Tallinn,Kesklinn,,Kuristiku 1,67.1,2,2/4,2015,224000,3338
Harjumaa,Rae vald,Rae,,Väike-Rae tee 2/12-6,104.5,5,1/3,2025,263900,2525
Harjumaa,Tallinn,Kristiine,Tondi,Sammu 5,61.4,2,1/5,2022,239900,3907
Harjumaa,Tallinn,Mustamäe,,Ehitajate tee 49,44.7,3,2/5,1964,116000,2595
Viljandimaa,Viljandi,,,Riia mnt 26,46.4,2,5/5,1986,65000,1401
Harjumaa,Tallinn,Kesklinn,Uus-Veerenni,Tiiu tn 14/1-53,54.9,2,3/5,2026,265900,4843
Harjumaa,Tallinn,Kesklinn,,Tartu mnt 44-2,56.6,2,5/8,2025,367000,6484
Harjumaa,Tallinn,Nõmme,,Harku 46,61,3,2/2,1946,129000,2115
Lääne-Virumaa,Rakvere,,,Võidu 70,61.9,3,5/5,1974,79000,1276
Harjumaa,Tallinn,Põhja-Tallinn,,Manufaktuuri tn 7/2-147,48.4,2,5/6,2024,211900,4378
Tartumaa,Tartu,Tartu linn,Ülejõe,Ujula tn 51/1-9,61.9,3,3/4,2025,275000,4443
Ida-Virumaa,Narva,,,Kreenholmi tn 17,48,3,4/4,1963,23000,479
Harjumaa,Keila,,,Paldiski mnt 14-12,65.3,3,2/3,2024,214900,3291
Harjumaa,Kiili vald,Kiili,,Välja 1/2,92.8,4,3/3,2023,264000,2845
Pärnumaa,Lääneranna vald,Koonga,,Koonga 6,68.9,3,3/3,1988,25000,363
Läänemaa,Haapsalu,Haapsalu linn,,Niine tn 27,40,2,4/5,1968,50000,1250
Harjumaa,Tallinn,Kristiine,Tulbi,Madara tn 13,24.5,2,3/3,1933,98000,4000
Harjumaa,Tallinn,Nõmme,,Vanemuise tn 75,78,3,1/3,1977,165000,2115
Harjumaa,Tallinn,Haabersti,,Lammi tn 8-22,129.6,5,1/4,2023,525000,4051
Viljandimaa,Viljandi,,,Tartu 84,43.1,2,1/2,2024,161292,3742
Pärnumaa,Pärnu,Kesklinn,,Uus-Sauga tn 36,81.1,3,2/2,1952,133000,1640
Harjumaa,Tallinn,Kesklinn,,Tatari tn 32-2,141.7,6,2/3,1940,519900,3669
Harjumaa,Tallinn,Kristiine,,Endla tn 47,60.2,3,3/4,1961,145000,2409
Harjumaa,Tallinn,Haabersti,,Lammi tn 8-99,94.6,3,2/4,2023,399000,4218
Harjumaa,Tallinn,,,Liikuri tn 8a,60.9,2,5/7,2006,159900,2626
Harjumaa,Tallinn,Põhja-Tallinn,Kalamaja,Uus-Volta 10/3-24,52.4,2,4/5,2025,379900,7250
Harjumaa,Kuusalu vald,Kiiu,,Torni 6,53.6,1,2/3,,67500,1259
Tartumaa,Tartu,Tartu linn,Ränilinn,Aardla tn 130,48.8,2,2/5,,110000,2254
Ida-Virumaa,Narva,,,Rahu tn 20,21.4,1,5/5,1982,17000,794
Pärnumaa,Pärnu,Pärnu linn,Rannarajoon,Aisa tn 39-7,25.3,1,1/3,2014,90000,3557
Ida-Virumaa,Kohtla-Järve,Järve,,Aia tn 7,39,2,2/4,1963,23500,603
Harjumaa,Tallinn,Põhja-Tallinn,Kalaranna Kvartal,Kalaranna tn 8/7-13,29.8,1,3/5,2025,286000,9597
Harjumaa,Tallinn,Haabersti,,Hanijala tn 7,76,3,3/4,2008,180000,2368
Tartumaa,Tartu,Tartu linn,Annelinn,Anne tn 80,65.3,3,1/9,1985,96000,1470
Harjumaa,Tallinn,Kesklinn,,F. R. Kreutzwaldi 9,115.3,3,4/6,,1090000,9454
Harjumaa,Viimsi vald,Laiaküla,,Viieaia tee 11/1,46.9,2,2/3,2022,169900,3623
Harjumaa,Kiili vald,Kiili,,Toompihla 12-6,83.1,4,3/3,2024,269900,3248
Pärnumaa,Tori vald,Sauga,,Hirvela 26,58.8,3,3/3,2006,104500,1777
Viljandimaa,Viljandi,,,Lääne 6,47.5,2,4/5,1969,53500,1126
Harjumaa,Tallinn,Kesklinn,,Karu tn 14-2,75.9,3,1/5,1939,251000,3307
Harjumaa,Tallinn,Pirita,,Pähkli tn 6,92.1,4,3/3,2005,304900,3311
Harjumaa,Tallinn,Haabersti,Rocca al Mare,Vabaõhumuuseumi tee 4b,88.6,3,4/4,2003,259900,2932
Harjumaa,Jõelähtme vald,Loo alevik,,Kuusiku tee 20,45.6,2,3/5,2017,149000,3268
Pärnumaa,Pärnu,Kesklinn,,Rääma tn 7C/1-4,42.8,2,2/4,2025,151000,3528
Pärnumaa,Saarde vald,Tali,,Seltsimaja tee 1,69,3,3/3,1982,12500,181
Harjumaa,Tallinn,Kristiine,,Räägu 10b,71.3,3,4/4,2006,249000,3492
Harjumaa,Tallinn,Lasnamäe,,Viieaia tee 28-88,45.1,3,9/11,2025,144400,3202
Ida-Virumaa,Kohtla-Järve,Ahtme,,Ahtme mnt 33,48.7,2,4/5,1986,24500,503
Harjumaa,Tallinn,Põhja-Tallinn,Kalaranna Kvartal,Kalaranna tn 8/5-18,46.8,2,3/5,2024,387900,8288
Harjumaa,Tallinn,Lasnamäe,,Mahtra tn 36-44,64.7,3,2/9,1982,115000,1777
Tartumaa,Tartu,Tartu linn,Raadi-Kruusamäe,Pärna allee 5,94.5,4,1/2,2008,184000,1947
Harjumaa,Tallinn,Mustamäe,,Keskuse tn 12,45.3,2,1/5,1964,99000,2185
Pärnumaa,Pärnu,Pärnu linn,Kesklinn,Kuninga tn 1a,119,4,1/4,1977,229000,1924
Ida-Virumaa,Narva,,,A. Puškini tn 20,51.3,3,10/12,1970,54000,1053
Tartumaa,Tartu,Tartu linn,Annelinn,Kaunase pst 52,49.1,2,3/5,,88400,1800
Pärnumaa,Pärnu,Kesklinn,,Rüütli 40a,60.1,3,2/3,1938,330550,5500
Pärnumaa,Tori vald,Sindi linn,,Pärnu mnt 49-14,44,2,3/3,2024,120000,2727
Harjumaa,Tallinn,Mustamäe,Kadaka,Heli 7/1,45.4,2,7/8,2020,195000,4295
Harjumaa,Tallinn,Nõmme,,Ilmarise tn 5,30.1,1,5/2,,73000,2425
Harjumaa,Tallinn,Kesklinn,,Jakobi 17-2,66,3,1/5,2025,348000,5273
Harjumaa,Tallinn,Kristiine,,Madara tn 10,37.4,2,3/3,1931,125000,3342
Harjumaa,Tallinn,Mustamäe,Uus-Mustamäe,Aiandi 18/1-6,42.5,2,3/4,2025,196990,4635
Harjumaa,Saku vald,Saku,,Uus-Saku 8,52.5,3,1/2,1960,129900,2474
Tartumaa,Kambja vald,Soinaste,,Rehetare tee 2,132,5,1/2,2024,245000,1856
Tartumaa,Tartu,Kesklinn,,Vallikraavi tn 14,21.6,1,0/5,2021,129000,5972
Raplamaa,Märjamaa vald,Märjamaa,,Pärnu mnt 78a-8,40,2,2/2,1893,69500,1738
Pärnumaa,Pärnu,Ülejõe,,Tallinna mnt 57,43.3,2,1/2,2007,99000,2286
Harjumaa,Tallinn,Vanalinn,,Vene 27,171.2,3,2/3,1940,619000,3616
Harjumaa,Tallinn,Haabersti,,Jalami tn 8/2-30,62.5,3,3/4,2024,224000,3584
Harjumaa,Tallinn,Põhja-Tallinn,,Sitsi tn 15,43.9,2,1/3,1961,126000,2870
Tartumaa,Tartu,Tartu linn,Kesklinn,Raekoja plats 4-27,69.4,3,4/5,2025,369990,5331
Pärnumaa,Tori vald,Sauga,Pärnu,Lepalinnu tn 4,58.8,3,1/3,1980,91500,1556
Harjumaa,Tallinn,Kadriorg,Jaapani aed,Oru 2,90,3,2/4,2024,900000,10000
Pärnumaa,Tori vald,Sauga,,Hirvela tn 10,58.8,2,3/3,2007,99000,1684
Harjumaa,Tallinn,Põhja-Tallinn,,Noole tn 4,69.8,2,,2008,259000,3711
Harjumaa,Tallinn,Kristiine,,Sõpruse pst 30,48.5,2,4/6,2023,209000,4309
Harjumaa,Tallinn,Haabersti,Pikaliiva,Pikaliiva tn 7-16,64.5,3,2/4,2023,276990,4294
Lääne-Virumaa,Rakvere,,,Adoffi 1-24,68.5,3,3/4,2025,212350,3100
Harjumaa,Tallinn,Haabersti,Kodulahe,Soodi tn 6/1-13,130.5,4,5/5,2025,689000,5280
Harjumaa,Tallinn,Vanalinn,,Uus tn 7,67.2,3,2/4,1890,265000,3943
Ida-Virumaa,Sillamäe,,,Kesk tn 47,40,2,1/4,1963,19000,475
Tartumaa,Tartu,,,Marja tn 16-3,37.5,3,1/2,2023,134900,3597
Pärnumaa,Pärnu,Pärnu linn,Rannarajoon,Aisa 39,31.2,1,1/3,2014,85000,2724
Tartumaa,Tartu vald,Raadi,,Kalevipoja tn 1-2,97.4,4,1/3,2025,219540,2254
Harjumaa,Saue vald,Ääsmäe,,Aasamäe tn 7,135.2,5,,2021,285000,2108
Tartumaa,Tartu,Tartu linn,Karlova,Teguri tn 32-33,18.9,1,4/4,2024,107000,5661
Viljandimaa,Viljandi,,,Leola 33,67.8,3,1/2,,83000,1224
Tartumaa,Tartu,Tartu linn,Annelinn,Mõisavahe tn 71b/2,63.9,3,5/5,2023,179900,2815
Harjumaa,Tallinn,Mustamäe,,Sääse tn 11,60.1,3,6/9,1963,155000,2579
Harjumaa,Tallinn,Kesklinn,,Juhkentali 15,76.7,3,2/6,2011,299500,3905
Ida-Virumaa,Sillamäe,,,I.Pavlovi tn. 7,39,2,5/5,,14700,377
Pärnumaa,Põhja-Pärnumaa vald,Tootsi,,Kooli tn 6,48.3,2,2/3,2000,26000,538
Harjumaa,Tallinn,Põhja-Tallinn,,Maleva põik 3,51.8,2,5/5,1970,116445,2248
Harjumaa,Tallinn,Haabersti,,Päevalille tn 6,35.2,2,12/18,2023,165000,4688
Harjumaa,Tallinn,Põhja-Tallinn,,Liinivahe tn 9-8,87.4,4,2/4,2023,313400,3586
Harjumaa,Tallinn,Haabersti,,Astangu 28,50.4,2,4/5,1990,101000,2004
Harjumaa,Tallinn,Kesklinn,Sibulaküla,Kaupmehe tn 5,134.1,6,4/5,1913,545000,4064
Pärnumaa,Pärnu,Kesklinn,,Riia mnt 73-6,36.4,2,2/3,2025,127400,3500
Tartumaa,Tartu,Tartu linn,Raadi-Kruusamäe,Piloodi 1-2,63.1,3,1/3,2026,179900,2851
Tartumaa,Tartu vald,Laeva,,Purje tee 1-2,39.4,2,1/2,,27400,695
Harjumaa,Tallinn,Kesklinn,,Tartu mnt 64-11,54.5,3,3/4,2024,284500,5220
Harjumaa,Rae vald,Jüri,,Tammiku tee 23,66.7,3,1/5,1979,125000,1874
Võrumaa,Võru,,,Vilja 22,27.7,1,3/5,1975,42000,1516
Harjumaa,Tallinn,Kesklinn,,Tuvi 12/1,94.5,3,4/8,2002,370000,3915
Harjumaa,Tallinn,Mustamäe,,E. Vilde tee 87,45.7,3,5/5,1965,135900,2974
Tartumaa,Tartu,Tartu linn,Jaamamõisa,Lääne tn 14-29,52.9,3,4/4,2025,159990,3024
Pärnumaa,Pärnu,Pärnu linn,Rannarajoon,Suvituse tn 5-1,113.4,5,1/3,1937,380000,3351
Harjumaa,Tallinn,Põhja-Tallinn,,Angerja tn 10,48.8,3,1/4,1962,115000,2357
Lääne-Virumaa,Viru-Nigula vald,Kunda linn,,Kasemäe 13,40.1,2,4/5,1968,13800,344
Harjumaa,Tallinn,Haabersti,,Taludevahe 57-15,54,2,4/4,2025,229000,4241
Tartumaa,Tartu vald,Raadi,,Vahi tn 11/2-8,52.6,2,2/2,2024,169900,3230
Jõgevamaa,Põltsamaa vald,Puurmani,,Pargi tn 6,59,3,2/3,1979,34900,592
Harjumaa,Viimsi vald,Viimsi,,Aiandi tee 28/3,60.5,2,1/3,2009,164990,2727
Ida-Virumaa,Narva,,,Soldina tn 14,46.5,2,1/5,1973,21000,452
Harjumaa,Tallinn,Kesklinn,,Tammiku tee 27,105.6,5,3/5,1983,179000,1695
Harjumaa,Jõelähtme vald,Loo alevik,,Kuusiku tee 18,46.4,2,4/5,2016,137000,2953
Harjumaa,Tallinn,Kesklinn,Uus-Veerenni,Tiiu tn 14/1-6,68,3,2/8,2024,345900,5087
